"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Condition","Count"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Brain disease or condition (non-traumatic)","less than 11"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Brain injury (traumatic)","less than 11"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Spinal cord disease or condition (non-traumatic)","13"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Spinal cord injury (traumatic)","less than 11"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Hip or femur fracture","26"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","Hip or knee replacement, amputation or other bone or joint condition","26"
"51T023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","WEIRTON","WV","26062","Hancock","(304) 797-6104","3","All other conditions","28"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Stroke","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Nervous system disorder (excluding stroke)","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Brain disease or condition (non-traumatic)","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Brain injury (traumatic)","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Spinal cord disease or condition (non-traumatic)","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Spinal cord injury (traumatic)","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Hip or femur fracture","34"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"51T048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DR","","LOGAN","WV","25601","Logan","(304) 831-1325","3","All other conditions","20"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Stroke","65"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Nervous system disorder (excluding stroke)","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Brain disease or condition (non-traumatic)","11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Brain injury (traumatic)","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Spinal cord injury (traumatic)","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Hip or femur fracture","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"523025","SACRED HEART REHABILITATION INSTITUTE","2301 N LAKE DRIVE  8TH FLOOR","","MILWAUKEE","WI","53211","Milwaukee","(414) 585-6700","5","All other conditions","19"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Stroke","120"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Nervous system disorder (excluding stroke)","93"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Brain disease or condition (non-traumatic)","60"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Brain injury (traumatic)","31"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Spinal cord disease or condition (non-traumatic)","13"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Spinal cord injury (traumatic)","less than 11"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Hip or femur fracture","96"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","Hip or knee replacement, amputation or other bone or joint condition","164"
"523027","REHABILITATION HOSPITAL OF WISCONSIN","1625 COLD WATER CREEK DRIVE","","WAUKESHA","WI","53188","Waukesha","(262) 521-8800","5","All other conditions","160"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Stroke","145"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Nervous system disorder (excluding stroke)","28"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Brain disease or condition (non-traumatic)","64"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Brain injury (traumatic)","30"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Spinal cord disease or condition (non-traumatic)","19"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Spinal cord injury (traumatic)","less than 11"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Hip or femur fracture","less than 11"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","Hip or knee replacement, amputation or other bone or joint condition","72"
"523028","UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","","MADISON","WI","53718","Dane","(608) 592-8173","5","All other conditions","72"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Stroke","59"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Nervous system disorder (excluding stroke)","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Brain disease or condition (non-traumatic)","13"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Brain injury (traumatic)","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Spinal cord injury (traumatic)","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Hip or femur fracture","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","","EAU CLAIRE","WI","54701","Eau Claire","(715) 717-4464","5","All other conditions","28"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Stroke","58"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Nervous system disorder (excluding stroke)","less than 11"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Brain disease or condition (non-traumatic)","13"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Brain injury (traumatic)","11"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Spinal cord injury (traumatic)","less than 11"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Hip or femur fracture","less than 11"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","Hip or knee replacement, amputation or other bone or joint condition","24"
"52T030","WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","WAUSAU","WI","54401","Marathon","(715) 847-2450","5","All other conditions","31"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Stroke","30"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Nervous system disorder (excluding stroke)","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Brain disease or condition (non-traumatic)","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Brain injury (traumatic)","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Spinal cord injury (traumatic)","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Hip or femur fracture","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T037","MARSHFIELD MEDICAL CENTER","611 ST. JOSEPH AVENUE","","MARSHFIELD","WI","54449","Wood","(715) 387-7548","5","All other conditions","13"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Stroke","49"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Nervous system disorder (excluding stroke)","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Brain disease or condition (non-traumatic)","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Brain injury (traumatic)","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Spinal cord injury (traumatic)","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Hip or femur fracture","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T045","THEDA CLARK MEDICAL CENTER","130 SECOND ST","","NEENAH","WI","54956","Winnebago","(920) 729-2206","5","All other conditions","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Stroke","29"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Nervous system disorder (excluding stroke)","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Brain disease or condition (non-traumatic)","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Brain injury (traumatic)","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Spinal cord injury (traumatic)","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Hip or femur fracture","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T048","MERCY MEDICAL CENTER","500 SOUTH OAKWOOD ROAD","","OSHKOSH","WI","54904","Winnebago","(920) 223-0199","5","All other conditions","less than 11"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Stroke","68"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Nervous system disorder (excluding stroke)","19"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Brain disease or condition (non-traumatic)","15"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Brain injury (traumatic)","less than 11"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Spinal cord disease or condition (non-traumatic)","11"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Spinal cord injury (traumatic)","less than 11"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Hip or femur fracture","32"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","Hip or knee replacement, amputation or other bone or joint condition","24"
"52T049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","","GREEN BAY","WI","54301","Brown","(920) 433-3655","5","All other conditions","55"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Stroke","26"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Nervous system disorder (excluding stroke)","22"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Brain disease or condition (non-traumatic)","less than 11"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Brain injury (traumatic)","less than 11"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Spinal cord injury (traumatic)","less than 11"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Hip or femur fracture","less than 11"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","Hip or knee replacement, amputation or other bone or joint condition","21"
"52T066","MERCY HEALTH SYSTEM CORP","1000 MINERAL POINT AVE","","JANESVILLE","WI","53548","Rock","(608) 756-6862","5","All other conditions","less than 11"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Stroke","80"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Nervous system disorder (excluding stroke)","less than 11"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Brain disease or condition (non-traumatic)","19"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Brain injury (traumatic)","30"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Spinal cord disease or condition (non-traumatic)","14"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Spinal cord injury (traumatic)","less than 11"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Hip or femur fracture","18"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","Hip or knee replacement, amputation or other bone or joint condition","20"
"52T075","ST VINCENT HOSPITAL","835 S. VAN BUREN STREET","","GREEN BAY","WI","54307","Brown","(920) 431-3316","5","All other conditions","52"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Stroke","81"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Nervous system disorder (excluding stroke)","19"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Brain disease or condition (non-traumatic)","less than 11"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Brain injury (traumatic)","17"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Spinal cord injury (traumatic)","less than 11"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Hip or femur fracture","14"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","Hip or knee replacement, amputation or other bone or joint condition","46"
"52T087","GUNDERSEN LUTHERAN MEDICAL CENTER INC","1900 SOUTH AVENUE","","LA CROSSE","WI","54601","La Crosse","(608) 775-3064","5","All other conditions","34"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Stroke","21"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Nervous system disorder (excluding stroke)","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Brain disease or condition (non-traumatic)","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Brain injury (traumatic)","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Spinal cord injury (traumatic)","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Hip or femur fracture","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T088","ST AGNES HOSPITAL","430 E DIVISION ST","","FOND DU LAC","WI","54935","Fond du Lac","(920) 926-4762","5","All other conditions","less than 11"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Stroke","77"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Nervous system disorder (excluding stroke)","88"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Brain disease or condition (non-traumatic)","26"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Brain injury (traumatic)","29"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Spinal cord disease or condition (non-traumatic)","13"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Spinal cord injury (traumatic)","less than 11"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Hip or femur fracture","39"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","Hip or knee replacement, amputation or other bone or joint condition","54"
"52T096","WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS","3801 SPRING STREET","","RACINE","WI","53405","Racine","(262) 687-5205","5","All other conditions","25"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Stroke","38"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Nervous system disorder (excluding stroke)","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Brain disease or condition (non-traumatic)","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Brain injury (traumatic)","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Spinal cord disease or condition (non-traumatic)","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Spinal cord injury (traumatic)","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Hip or femur fracture","23"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","Hip or knee replacement, amputation or other bone or joint condition","less than 11"
"52T102","AURORA LAKELAND MEDICAL CENTER REHAB UNIT","W3985 COUNTY RD NN","","ELKHORN","WI","53121","Walworth","(262) 741-2000","5","All other conditions","19"
"52T103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL ROAD","","MENOMONEE FALLS","WI","53051","Waukesha","(262) 257-3654","5","Stroke","71"
"52T103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL ROAD","","MENOMONEE FALLS","WI","53051","Waukesha","(262) 257-3654","5","Nervous system disorder (excluding stroke)","43"
"52T103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL ROAD","","MENOMONEE FALLS","WI","53051","Waukesha","(262) 257-3654","5","Brain disease or condition (non-traumatic)","14"
"52T103","COMMUNITY MEMORIAL HOSPITAL","W180 N8085 TOWN HALL ROAD","","MENOMONEE FALLS","WI","53051","Waukesha","(262) 257-3654","5","Brain injury (traumatic)","less than 11"
